tick,market_price
499,100.108
500,100.094
501,100.081
502,100.078
503,100.072
504,100.065
505,100.057
506,100.058
507,100.061
508,100.064
509,100.062
510,100.053
511,100.039
512,100.04
513,100.044
514,100.05
515,100.05
516,100.043
517,100.045
518,100.046
519,100.05
520,100.056
521,100.06
522,100.062
523,100.057
524,100.056
525,100.058
526,100.068
527,100.071
528,100.068
529,100.067
530,100.068
531,100.062
532,100.061
533,100.06
534,100.06
535,100.058
536,100.053
537,100.049
538,100.05
539,100.048
540,100.045
541,100.036
542,100.03
543,100.025
544,100.034
545,100.039
546,100.04
547,100.039
548,100.036
549,100.035
550,100.037
551,100.048
552,100.063
553,100.068
554,100.064
555,100.064
556,100.063
557,100.066
558,100.066
559,100.063
560,100.062
561,100.056
562,100.054
563,100.052
564,100.052
565,100.054
566,100.049
567,100.047
568,100.046
569,100.044
570,100.031
571,100.019
572,100.014
573,100.004
574,100.002
575,99.9914
576,99.9856
577,99.9744
578,99.9781
579,99.9827
580,99.9845
581,99.9918
582,99.9947
583,99.9877
584,99.9913
585,99.999
586,99.9981
587,99.9976
588,99.9935
589,99.9896
590,99.9891
591,99.9912
592,99.9943
593,99.9954
594,99.9963
595,100.01
596,100.034
597,100.04
598,100.04
599,100.035
600,100.022
601,100.002
602,100.004
603,100.007
604,100.01
605,100.023
606,100.03
607,100.03
608,100.025
609,100.02
610,100.027
611,100.036
612,100.044
613,100.056
614,100.066
615,100.062
616,100.048
617,100.038
618,100.035
619,100.034
620,100.033
621,100.016
622,100.006
623,99.9971
624,99.9834
625,99.9687
626,99.9651
627,99.9639
628,99.9638
629,99.9661
630,99.965
631,99.9638
632,99.9631
633,99.9597
634,99.9605
635,99.9683
636,99.976
637,99.9781
638,99.9802
639,99.9818
640,99.9836
641,99.9818
642,99.9666
643,99.9627
644,99.946
645,99.9327
646,99.9177
647,99.9112
648,99.9041
649,99.9057
650,99.9027
651,99.9062
652,99.9087
653,99.9072
654,99.8886
655,99.8711
656,99.8437
657,99.837
658,99.8265
659,99.8153
660,99.8102
661,99.8037
662,99.8035
663,99.802
664,99.8095
665,99.8157
666,99.8172
667,99.8162
668,99.8198
669,99.8196
670,99.8018
671,99.7899
672,99.782
673,99.7756
674,99.7707
675,99.7602
676,99.756
677,99.7497
678,99.7459
679,99.7507
680,99.7513
681,99.7489
682,99.7494
683,99.749
684,99.7444
685,99.7387
686,99.7426
687,99.7411
688,99.7377
689,99.7385
690,99.7452
691,99.7431
692,99.745
693,99.7465
694,99.7397
695,99.746
696,99.7459
697,99.7359
698,99.7361
699,99.7335
700,99.7352
701,99.7276
702,99.7198
703,99.7168
704,99.7135
705,99.7138
706,99.7161
707,99.7092
708,99.6985
709,99.6845
710,99.686
711,99.6889
712,99.6866
713,99.6936
714,99.6883
715,99.6886
716,99.6898
717,99.6884
718,99.6844
719,99.6797
720,99.6822
721,99.6855
722,99.6898
723,99.6843
724,99.6818
725,99.6818
726,99.6845
727,99.6829
728,99.6777
729,99.6754
730,99.6731
731,99.6721
732,99.6703
733,99.6726
734,99.6721
735,99.6773
736,99.6731
737,99.6712
738,99.6727
739,99.6696
740,99.6726
741,99.6687
742,99.6667
743,99.6693
744,99.6619
745,99.6581
746,99.6468
747,99.6437
748,99.6429
749,99.6472
750,99.6495
751,99.6512
752,99.6527
753,99.6493
754,99.6524
755,99.6532
756,99.6605
757,99.6692
758,99.6746
759,99.6758
760,99.6784
761,99.6795
762,99.6801
763,99.6792
764,99.6768
765,99.6774
766,99.6822
767,99.6854
768,99.6874
769,99.6887
770,99.6799
771,99.6751
772,99.6446
773,99.6238
774,99.6111
775,99.6038
776,99.605
777,99.6028
778,99.6024
779,99.602
780,99.6067
781,99.6117
782,99.6165
783,99.6183
784,99.6254
785,99.6256
786,99.6229
787,99.6195
788,99.6206
789,99.6214
790,99.6277
791,99.6322
792,99.6342
793,99.6298
794,99.6209
795,99.6079
796,99.587
797,99.5819
798,99.5822
799,99.5797
800,99.5817
801,99.5844
802,99.588
803,99.5863
804,99.5849
805,99.5762
806,99.5694
807,99.5628
808,99.5409
809,99.5301
810,99.5234
811,99.5259
812,99.5302
813,99.5337
814,99.5439
815,99.5514
816,99.5517
817,99.5561
818,99.5551
819,99.5564
820,99.5649
821,99.5806
822,99.6076
823,99.6099
824,99.6081
825,99.6054
826,99.596
827,99.5988
828,99.6131
829,99.6133
830,99.6117
831,99.6128
832,99.6116
833,99.6125
834,99.6114
835,99.6185
836,99.6268
837,99.6325
838,99.6318
839,99.6315
840,99.6248
841,99.6219
842,99.6296
843,99.6296
844,99.6298
845,99.6224
846,99.6144
847,99.6082
848,99.5981
849,99.5959
850,99.599
851,99.6075
852,99.6219
853,99.6252
854,99.6273
855,99.6224
856,99.6244
857,99.6275
858,99.6293
859,99.6265
860,99.6274
861,99.6285
862,99.6269
863,99.6383
864,99.6622
865,99.6663
866,99.6723
867,99.6737
868,99.6834
869,99.6829
870,99.6704
871,99.6525
872,99.6475
873,99.6443
874,99.6446
875,99.6488
876,99.6529
877,99.6571
878,99.6578
879,99.6461
880,99.6329
881,99.6263
882,99.6137
883,99.6011
884,99.5852
885,99.579
886,99.578
887,99.5801
888,99.5786
889,99.5804
890,99.5785
891,99.5791
892,99.5789
893,99.5779
894,99.5762
895,99.5825
896,99.582
897,99.5769
898,99.5798
899,99.5945
900,99.6048
901,99.6129
902,99.615
903,99.6165
904,99.6233
905,99.6296
906,99.6402
907,99.6432
908,99.6454
909,99.6458
910,99.6463
911,99.6535
912,99.6564
913,99.6579
914,99.6562
915,99.6515
916,99.6534
917,99.6529
918,99.6513
919,99.6479
920,99.6363
921,99.6348
922,99.6255
923,99.6264
924,99.6247
925,99.6281
926,99.6319
927,99.6307
928,99.6289
929,99.6274
930,99.6216
931,99.6203
932,99.6212
933,99.626
934,99.6289
935,99.6279
936,99.6259
937,99.6268
938,99.6333
939,99.6441
940,99.6475
941,99.6519
942,99.6525
943,99.6516
944,99.6548
945,99.6528
946,99.6481
947,99.6504
948,99.659
949,99.6617
950,99.6618
951,99.6657
952,99.6676
953,99.6507
954,99.651
955,99.6511
956,99.6536
957,99.66
958,99.6621
959,99.6645
960,99.6609
961,99.6592
962,99.6516
963,99.6475
964,99.6444
965,99.6447
966,99.6457
967,99.6524
968,99.6577
969,99.6698
970,99.6781
971,99.6872
972,99.6882
973,99.6957
974,99.7064
975,99.7115
976,99.7106
977,99.7115
978,99.7101
979,99.7124
980,99.7268
981,99.7285
982,99.7287
983,99.728
984,99.7246
985,99.7242
986,99.7328
987,99.7442
988,99.7629
989,99.7735
990,99.7893
991,99.7932
992,99.7932
993,99.7972
994,99.8038
995,99.8127
996,99.8208
997,99.8259
998,99.8356
999,99.8441
1000,99.8552
1001,99.8623
1002,99.8631
1003,99.8737
1004,99.8744
1005,99.8765
1006,99.8637
1007,99.8636
1008,99.8586
1009,99.8578
1010,99.8591
1011,99.8563
1012,99.8578
1013,99.8514
1014,99.8572
1015,99.8569
1016,99.8556
1017,99.8494
1018,99.8506
1019,99.8521
1020,99.8442
1021,99.8418
1022,99.8402
1023,99.842
1024,99.8411
1025,99.8382
1026,99.8398
1027,99.8408
1028,99.8367
1029,99.8404
1030,99.841
1031,99.843
1032,99.8608
1033,99.8811
1034,99.8944
1035,99.8987
1036,99.8878
1037,99.8731
1038,99.8684
1039,99.8763
1040,99.8828
1041,99.8832
1042,99.8833
1043,99.8837
1044,99.8937
1045,99.8976
1046,99.9005
1047,99.9003
1048,99.8978
1049,99.8913
1050,99.8843
1051,99.8802
1052,99.8849
1053,99.8815
1054,99.8737
1055,99.8713
1056,99.8661
1057,99.8555
1058,99.8435
1059,99.8412
1060,99.8404
1061,99.8354
1062,99.837
1063,99.836
1064,99.8365
1065,99.8354
1066,99.8452
1067,99.8408
1068,99.8363
1069,99.8401
1070,99.8411
1071,99.8468
1072,99.852
1073,99.8522
1074,99.8556
1075,99.8595
1076,99.8628
1077,99.8753
1078,99.8762
1079,99.8825
1080,99.886
1081,99.8933
1082,99.8957
1083,99.8909
1084,99.8804
1085,99.8716
1086,99.8613
1087,99.8403
1088,99.8078
1089,99.7898
1090,99.7811
1091,99.7829
1092,99.7865
1093,99.7819
1094,99.7753
1095,99.7778
1096,99.7855
1097,99.7858
1098,99.7889
1099,99.8045
1100,99.8191
1101,99.8252
1102,99.8307
1103,99.8422
1104,99.8492
1105,99.8529
1106,99.8579
1107,99.8655
1108,99.8664
1109,99.8674
1110,99.8616
1111,99.8602
1112,99.8597
1113,99.8635
1114,99.8664
1115,99.8625
1116,99.8613
1117,99.8632
1118,99.8632
1119,99.8624
1120,99.8456
1121,99.8417
1122,99.8402
1123,99.8452
1124,99.8501
1125,99.8567
1126,99.8638
1127,99.8587
1128,99.8576
1129,99.8584
1130,99.855
1131,99.8397
1132,99.8204
1133,99.8046
1134,99.799
1135,99.8
1136,99.8029
1137,99.8051
1138,99.8079
1139,99.8052
1140,99.8089
1141,99.8059
1142,99.8027
1143,99.7985
1144,99.7937
1145,99.792
1146,99.8033
1147,99.8032
1148,99.8069
1149,99.8271
1150,99.8413
1151,99.8502
1152,99.8518
1153,99.8611
1154,99.8737
1155,99.8805
1156,99.8821
1157,99.8836
1158,99.8875
1159,99.8956
1160,99.8944
1161,99.894
1162,99.9006
1163,99.9006
1164,99.901
1165,99.9027
1166,99.9046
1167,99.9068
1168,99.9049
1169,99.9062
1170,99.9034
1171,99.9008
1172,99.8972
1173,99.8955
1174,99.893
1175,99.895
1176,99.9018
1177,99.911
1178,99.9148
1179,99.9077
1180,99.9034
1181,99.906
1182,99.9151
1183,99.9156
1184,99.918
1185,99.9201
1186,99.9113
1187,99.91
1188,99.9201
1189,99.9241
1190,99.9237
1191,99.9225
1192,99.933
1193,99.95
1194,99.9741
1195,100.021
1196,100.031
1197,100.041
1198,100.078
1199,100.083
1200,100.083
1201,100.08
1202,100.079
1203,100.072
1204,100.055
1205,100.052
1206,100.043
1207,100.039
1208,100.039
1209,100.037
1210,100.035
1211,100.039
1212,100.036
1213,100.037
1214,100.037
1215,100.035
1216,100.039
1217,100.031
1218,100.018
1219,100.009
1220,99.9696
1221,99.9662
1222,99.9661
1223,99.9665
1224,99.9674
1225,99.9694
1226,99.9695
1227,99.9758
1228,99.9856
1229,99.9936
1230,99.9986
1231,99.9994
1232,99.9966
1233,99.989
1234,99.9784
1235,99.9436
1236,99.9362
1237,99.9268
1238,99.9312
1239,99.9374
1240,99.9408
1241,99.945
1242,99.9497
1243,99.9621
1244,99.9676
1245,99.969
1246,99.9717
1247,99.9718
1248,99.9696
1249,99.9653
1250,99.9673
1251,99.9694
1252,99.9655
1253,99.9636
1254,99.9606
1255,99.9526
1256,99.9464
1257,99.9429
1258,99.9296
1259,99.9281
1260,99.9287
1261,99.9261
1262,99.9279
1263,99.9253
1264,99.9219
1265,99.913
1266,99.9096
1267,99.9015
1268,99.9007
1269,99.8915
1270,99.8831
1271,99.88
1272,99.8804
1273,99.8824
1274,99.8892
1275,99.8915
1276,99.9018
1277,99.9123
1278,99.9172
1279,99.9193
1280,99.9243
1281,99.9228
1282,99.9146
1283,99.9117
1284,99.9176
1285,99.913
1286,99.9065
1287,99.8976
1288,99.9
1289,99.9029
1290,99.9122
1291,99.9119
1292,99.91
1293,99.9029
1294,99.9046
1295,99.903
1296,99.9035
1297,99.8935
1298,99.8983
1299,99.8985
1300,99.902
1301,99.8966
1302,99.8962
1303,99.8961
1304,99.9004
1305,99.9239
1306,99.937
1307,99.9488
1308,99.957
1309,99.964
1310,99.9706
1311,99.9802
1312,99.982
1313,99.9902
1314,99.9939
1315,99.992
1316,99.9904
1317,99.9926
1318,99.9938
1319,99.9948
1320,100.006
1321,100.015
1322,100.02
1323,100.021
1324,100.029
1325,100.035
1326,100.045
1327,100.052
1328,100.05
1329,100.051
1330,100.052
1331,100.051
1332,100.053
1333,100.049
1334,100.047
1335,100.066
1336,100.065
1337,100.057
1338,100.051
1339,100.046
1340,100.029
1341,99.9948
1342,99.9782
1343,99.9742
1344,99.9726
1345,99.9705
1346,99.9677
1347,99.9586
1348,99.9479
1349,99.9404
1350,99.938
1351,99.9528
1352,99.961
1353,99.9604
1354,99.9594
1355,99.9597
1356,99.9479
1357,99.9431
1358,99.9267
1359,99.9226
1360,99.9161
1361,99.9137
1362,99.9071
1363,99.903
1364,99.9116
1365,99.9103
1366,99.9193
1367,99.9436
1368,99.9586
1369,99.9759
1370,99.9824
1371,99.9941
1372,99.9963
1373,99.991
1374,99.9836
1375,99.9799
1376,99.9768
1377,99.9664
1378,99.9533
1379,99.9465
1380,99.9427
1381,99.9347
1382,99.9344
1383,99.9325
1384,99.9356
1385,99.9292
1386,99.922
1387,99.9159
1388,99.9119
1389,99.9143
1390,99.9163
1391,99.9123
1392,99.9129
1393,99.9148
1394,99.9225
1395,99.9281
1396,99.9354
1397,99.9401
1398,99.9401
1399,99.9403
1400,99.9456
1401,99.946
1402,99.9509
1403,99.9456
1404,99.9437
1405,99.9382
1406,99.9396
1407,99.9374
1408,99.9393
1409,99.9323
1410,99.9273
1411,99.9205
1412,99.9158
1413,99.916
1414,99.9168
1415,99.9172
1416,99.9191
1417,99.9148
1418,99.898
1419,99.8958
1420,99.8959
1421,99.9004
1422,99.9023
1423,99.9127
1424,99.922
1425,99.9216
1426,99.9251
1427,99.9278
1428,99.9257
1429,99.9173
1430,99.9172
1431,99.9187
1432,99.914
1433,99.9072
1434,99.905
1435,99.9036
1436,99.9056
1437,99.9023
1438,99.903
1439,99.9026
1440,99.9024
1441,99.8996
1442,99.889
1443,99.8885
1444,99.8789
1445,99.8739
1446,99.877
1447,99.8745
1448,99.8746
1449,99.8752
1450,99.8695
1451,99.8567
1452,99.8531
1453,99.8495
1454,99.8463
1455,99.8432
1456,99.8438
1457,99.8472
1458,99.8521
1459,99.8549
1460,99.8542
1461,99.8544
1462,99.8639
1463,99.8793
1464,99.8896
1465,99.9048
1466,99.9145
1467,99.9151
1468,99.9134
1469,99.908
1470,99.9062
1471,99.9029
1472,99.9011
1473,99.8992
1474,99.9005
1475,99.9116
1476,99.9151
1477,99.9246
1478,99.9257
1479,99.9254
1480,99.9265
1481,99.9305
1482,99.9292
1483,99.9276
1484,99.9295
1485,99.9233
1486,99.9167
1487,99.9137
1488,99.9146
1489,99.9137
1490,99.9133
1491,99.9186
1492,99.9233
1493,99.933
1494,99.9387
1495,99.9392
1496,99.9413
1497,99.9402
1498,99.9391
1499,99.937
1500,99.9403
1501,99.9507
1502,99.9618
1503,99.968
1504,99.9842
1505,99.993
1506,100.004
1507,100.014
1508,100.018
1509,100.02
1510,100.02
1511,100.025
1512,100.024
1513,100.032
1514,100.037
1515,100.04
1516,100.039
1517,100.039
1518,100.038
1519,100.035
1520,100.037
1521,100.035
1522,100.04
1523,100.039
1524,100.046
1525,100.044
1526,100.043
1527,100.047
1528,100.053
1529,100.065
1530,100.067
1531,100.068
1532,100.068
1533,100.069
1534,100.063
1535,100.052
1536,100.045
1537,100.047
1538,100.038
1539,100.04
1540,100.042
1541,100.039
1542,100.038
1543,100.03
1544,100.016
1545,99.9781
1546,99.973
1547,99.9728
1548,99.9746
1549,99.9673
1550,99.9667
1551,99.9645
1552,99.9621
1553,99.9652
1554,99.9701
1555,99.9712
1556,99.9683
1557,99.9699
1558,99.9563
1559,99.9571
1560,99.957
1561,99.9628
1562,99.9669
1563,99.9683
1564,99.9761
1565,99.9901
1566,99.9967
1567,100
1568,100.002
1569,100.004
1570,100.018
1571,100.024
1572,100.033
1573,100.028
1574,100.026
1575,100.029
1576,100.024
1577,100.024
1578,100.021
1579,100.02
1580,100.014
1581,100.021
1582,100.033
1583,100.039
1584,100.041
1585,100.034
1586,100.032
1587,100.027
1588,100.027
1589,100.033
1590,100.039
1591,100.037
1592,100.036
1593,100.035
1594,100.038
1595,100.046
1596,100.058
1597,100.074
1598,100.074
1599,100.067
1600,100.059
1601,100.057
1602,100.057
1603,100.062
1604,100.067
1605,100.074
1606,100.08
1607,100.078
1608,100.07
1609,100.071
1610,100.083
1611,100.086
1612,100.082
1613,100.085
1614,100.086
1615,100.085
1616,100.083
1617,100.078
1618,100.074
1619,100.075
1620,100.077
1621,100.077
1622,100.083
1623,100.085
1624,100.086
1625,100.095
1626,100.093
1627,100.087
1628,100.081
1629,100.066
1630,100.063
1631,100.05
1632,100.044
1633,100.046
1634,100.041
1635,100.024
1636,100.019
1637,100.009
1638,100.004
1639,100.001
1640,100.008
1641,100.006
1642,100.007
1643,100.005
1644,100.002
1645,100.005
1646,100.004
1647,99.9987
1648,99.9999
1649,100.002
1650,99.9994
1651,100
1652,100.004
1653,99.999
1654,99.9962
1655,99.9921
1656,99.9887
1657,99.9929
1658,99.9911
1659,99.9873
1660,99.9739
1661,99.9692
1662,99.965
1663,99.958
1664,99.9403
1665,99.9309
1666,99.9157
1667,99.9125
1668,99.9067
1669,99.9048
1670,99.9041
1671,99.9112
1672,99.9034
1673,99.904
1674,99.9138
1675,99.936
1676,99.9467
1677,99.9506
1678,99.9547
1679,99.9555
1680,99.9523
1681,99.9481
1682,99.9503
1683,99.95
1684,99.9527
1685,99.9552
1686,99.9586
1687,99.9576
1688,99.9698
1689,99.9807
1690,99.9974
1691,100.01
1692,100.013
1693,100.01
1694,100.01
1695,100.009
1696,100.004
1697,100.001
1698,100.001
1699,99.9987
1700,99.998
1701,99.995
1702,100.005
1703,100.006
1704,100.002
1705,100.003
1706,99.9965
1707,99.9902
1708,99.9885
1709,99.9907
1710,99.997
1711,99.9966
1712,99.9962
1713,100.001
1714,99.9989
1715,100.005
1716,100.007
1717,100.011
1718,100.012
1719,100.012
1720,100.012
1721,100.011
1722,100.015
1723,100.019
1724,100.024
1725,100.018
1726,100.013
1727,100.003
1728,100.008
1729,100.008
1730,100.008
1731,100.013
1732,100.023
1733,100.026
1734,100.023
1735,100.02
1736,100.017
1737,100.012
1738,100.006
1739,100.003
1740,100.003
1741,100.004
1742,100.006
1743,100.003
1744,100.002
1745,100.001
1746,100.003
1747,100.019
1748,100.026
1749,100.024
1750,100.02
1751,100.016
1752,100.014
1753,100.012
1754,100.033
1755,100.039
1756,100.061
1757,100.09
1758,100.099
1759,100.106
1760,100.107
1761,100.104
1762,100.104
1763,100.106
1764,100.106
1765,100.11
1766,100.103
1767,100.098
1768,100.104
1769,100.108
1770,100.112
1771,100.116
1772,100.121
1773,100.126
1774,100.132
1775,100.135
1776,100.134
1777,100.136
1778,100.137
1779,100.143
1780,100.147
1781,100.153
1782,100.152
1783,100.151
1784,100.151
1785,100.15
1786,100.147
1787,100.151
1788,100.146
1789,100.142
1790,100.14
1791,100.135
1792,100.112
1793,100.11
1794,100.109
1795,100.112
1796,100.112
1797,100.114
1798,100.124
1799,100.151
1800,100.162
1801,100.175
1802,100.181
1803,100.192
1804,100.192
1805,100.194
1806,100.201
1807,100.207
1808,100.203
1809,100.2
1810,100.193
1811,100.192
1812,100.193
1813,100.195
1814,100.191
1815,100.177
1816,100.169
1817,100.138
1818,100.138
1819,100.138
1820,100.14
1821,100.146
1822,100.138
1823,100.137
1824,100.145
1825,100.14
1826,100.136
1827,100.133
1828,100.133
1829,100.133
1830,100.133
1831,100.13
1832,100.128
1833,100.13
1834,100.132
1835,100.129
1836,100.129
1837,100.131
1838,100.126
1839,100.121
1840,100.116
1841,100.112
1842,100.115
1843,100.114
1844,100.113
1845,100.11
1846,100.107
1847,100.1
1848,100.09
1849,100.084
1850,100.08
1851,100.078
1852,100.059
1853,100.048
1854,100.038
1855,100.032
1856,100.027
1857,100.027
1858,100.021
1859,100.017
1860,100.01
1861,100.01
1862,100.004
1863,100.003
1864,99.9992
1865,99.9925
1866,99.9897
1867,99.9926
1868,100.003
1869,100.002
1870,100.001
1871,99.9985
1872,100.002
1873,100.011
1874,100.008
1875,100.015
1876,100.019
1877,100.016
1878,100.005
1879,99.9937
1880,99.9702
1881,99.9548
1882,99.9551
1883,99.9593
1884,99.9596
1885,99.9622
1886,99.9577
1887,99.9516
1888,99.9473
1889,99.9506
1890,99.9488
1891,99.9446
1892,99.9468
1893,99.9429
1894,99.9335
1895,99.9085
1896,99.8849
1897,99.8413
1898,99.814
1899,99.8109
1900,99.8135
1901,99.8243
1902,99.8264
1903,99.8294
1904,99.8285
1905,99.8267
1906,99.8213
1907,99.8257
1908,99.8266
1909,99.8353
1910,99.834
1911,99.8362
1912,99.8407
1913,99.845
1914,99.8482
1915,99.8562
1916,99.8545
1917,99.8548
1918,99.8532
1919,99.8499
1920,99.8479
1921,99.8464
1922,99.8559
1923,99.8573
1924,99.8607
1925,99.8494
1926,99.8249
1927,99.816
1928,99.806
1929,99.8073
1930,99.8021
1931,99.7982
1932,99.7959
1933,99.7829
1934,99.7678
1935,99.769
1936,99.7635
1937,99.7578
1938,99.7537
1939,99.7341
1940,99.7231
1941,99.6929
1942,99.6525
1943,99.6416
1944,99.6408
1945,99.6425
1946,99.6406
1947,99.64
1948,99.6294
1949,99.6128
1950,99.6039
1951,99.5785
1952,99.5588
1953,99.5492
1954,99.5439
1955,99.5418
1956,99.5416
1957,99.5436
1958,99.5287
1959,99.5209
1960,99.5175
1961,99.5203
1962,99.5102
1963,99.5033
1964,99.4999
1965,99.4972
1966,99.496
1967,99.4979
1968,99.5003
1969,99.4982
1970,99.495
1971,99.4955
1972,99.4922
1973,99.4933
1974,99.4985
1975,99.5011
1976,99.5048
1977,99.507
1978,99.5067
1979,99.5081
1980,99.5123
1981,99.5181
1982,99.5211
1983,99.5125
